seq,Kingdom,Phylum,Class,Order,Family,Genus,Species,rel_ab
2b03838ca7687263d84571109aa7de49,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_49454,midas_g_49454,midas_s_49454,0.010875
e71d7fce3b720ea2b97354f4a94a19a7,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Serpentinicella,midas_g_75908,,0.010875
4c4c77a6783079489f146bf3f51d11e6,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,midas_g_6784,midas_s_7422,0.010875
f7e31d1689b9fa6e5639ba7fb856967a,Bacteria,Firmicutes,Bacilli,Izemoplasmatales,midas_f_90284,midas_g_91159,midas_s_92025,0.010875
67d673cfb165578d52df1cfbd958a5c9,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,JGI-0000079-D21,midas_s_3051,0.015403
fa7645eda32b4e6cfa5a7641e34be6b8,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,,0.033887
630dbfa8fbc034c9f8692f9d429ea57e,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,,0.004063
a565d5baee9e444ca1446d3cfb0a6ce5,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,midas_s_103470,0.007042
1d808a941e29c1b4f33534431001dd27,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.022096
baeffa790bb6f528c4085a869a0d213e,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,0.009127
c2ce31d453f856c02c1925a535ca7d46,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.006489
829161d9eeb2bc71c936ceac625d9240,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,,,0.006489
2a19b898afc817194e7a4996c2501bd5,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium_beijingense,0.01061
c3f093ce4164155c9b0f097a9ae7de70,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,,0.01061
cf80116cb789ecdda4cb662ab3fd1b4c,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,midas_s_2753,0.01061
848451a3853d056f1b0b123b39ebf894,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,midas_s_5869,0.01061
cddb01a0b240945aa6ebe58ae541cea2,Bacteria,Firmicutes,Limnochordia,MBA03,midas_f_112,midas_g_8803,midas_s_95320,0.003448
7578a180cda060d7cd1d0948563f9f6d,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,midas_s_9908,0.010834
601f7b0d656ccfc24d722739825aef76,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,midas_s_68670,0.032224
fcd8078329db20068bbeac27ee0d9f62,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Gracilibacter,midas_g_669,,0.123225
c9a17300b01aca353abdbbc6283a4af0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,,0.002671
7b1ad2f99dd41971e10e79aaeb45e994,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.00633
84bee12f9a868308b8d822a4791ff8b1,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,Dethiobacter,,0.010345
19f57e5afe22be9a7efe64bedb272f7d,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,,0.010345
52b9510cbb34f48661b26bc88b568e98,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_134,midas_s_1266,0.010345
dcc60ede2cc11c8503b4f31fab9233b8,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,midas_s_83578,0.010345
ad552f09200febf499158c052101079b,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_789,midas_s_3468,0.010345
36822e5c96ad047bd5a4d78c9ebfe7f6,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,midas_g_249,midas_s_64864,0.010345
e763da20f3043ecff1e6087da0de0512,Bacteria,Firmicutes,Clostridia,,,,,0.010345
443d26a763fcf25a1b45a2fc51d1d322,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,,0.010345
1b2f4342857d36d36a40ca1bdeb10c3c,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,midas_g_4927,midas_s_4927,0.040048
e216c691c78eba226bba71e64872263a,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,,0.010563
c9b1d29de9ba6aaa6bd23b386b8c8331,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.004599
c3331ee422228f2ad21a90ec87e18d35,Bacteria,Firmicutes,Thermoanaerobacteria,Thermoanaerobacterales,SRB2,midas_g_4301,midas_s_97088,0.005932
a0cda4ca07d855686d23956f06d0d76e,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,,0.010079
fdb931f5c3f0b1f62bb2d613cb86001e,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Flexilinea,midas_s_7001,0.010079
feb42a0dac8ff0d17d64cdea8f2fcf1e,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,midas_g_859,,0.010079
915047629ceb2cfb1fb1d4ff467c9002,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,midas_g_4381,,0.010079
0ce72cb3f2222077b10a09aeab862462,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,,0.010079
2efff3ec5ec80431bec254de17da2fcd,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_1469,midas_g_4419,midas_s_4419,0.010079
5b3ae10206715c2976a983cb2eef902e,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Levilinea,midas_s_7089,0.010079
ac70da28b0eb596f2cb37af26b06d10b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,midas_s_7088,0.010079
dbda74fb9d5fd3c12eaab78face02172,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Diaminobutyricimonas,,0.010079
3768ce8adbe0d6b2fccade3b7750c7d6,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,,0.010079
59a5570b657c148caf79a4d0bf8b4d0c,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,midas_s_119468,0.010079
343639260e5a553a449c040a58953f9a,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group,midas_s_21,0.070854
325b6281ee8480e4b22c882b8bc7041c,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter,,0.008281
f8ba6a00faad1caa37ba09c412d78536,Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Pelotomaculaceae,Cryptanaerobacter,,0.117064
7550f4d57ad58d7e6f3d407adb707fa3,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Saccharofermentans,midas_s_342,0.117064
21303e01cd67416ee96438f8033c47ec,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_1400,midas_s_1400,0.117064
768b30237305b76406c8c5c6a9fba498,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_2702,,0.00289
68685530ccb6cde5b49f2a277fda2b94,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,,0.007369
5826f38e9afadfa40023cdc15629fe20,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.006014
ffb7f32b76b8aea19e3d810eef8cb779,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter,midas_s_103233,0.009814
00cb63b6f629510ea7cf65e0530b4027,Bacteria,Caldatribacteriota,JS1,midas_o_230,midas_f_230,midas_g_230,,0.009814
94f099e252b40a7a42a638b2c028b7db,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_xiamenensis,0.009814
46bd23bd0fd9dba10f345fa125cfcb81,Bacteria,,,,,,,0.009814
be49979e50fd98568304bc66173f624b,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,midas_f_2573,midas_g_3338,midas_s_6873,0.009814
1dd4ae4f0ee4d2ccf2cf15e82ce65b7b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,,0.021564
ade13a0239469e844de6acb3f220d4b2,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,midas_s_11889,0.018484
b11163a4c83a6ea84645bfb8a390cc5c,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Ruminiclostridium,,0.002683
2ec1f8eb34a2ea797a6cbbdfb17fbfd2,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.005856
ea8b36aa3ca7fa26f798e2c40a19c43e,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.005856
d0c4b664b4d2be62c80268e30a098b50,Bacteria,Thermotogota,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga,Mesotoga_infera,0.009549
584732b1ae36c8fd9cd78a3b94bfb4ba,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,midas_s_25083,0.009549
1b350d18d59a97b3af2257944c908b17,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,,0.009549
c797aedcc1b7855b7af687d34a0998d7,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,midas_g_101661,,0.009549
e1ad71679dace6d1d502a91df086f04b,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium_falsum,0.009549
90c4f2d984977adea41de3f42bd18ea1,Bacteria,Firmicutes,Limnochordia,Hydrogenispora,midas_f_2701,midas_g_3406,midas_s_3406,0.009549
f57128992ee22ab49d1a992eb1594104,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,midas_f_59322,midas_g_61747,midas_s_61747,0.009549
7c6227f972ed1626eab4256030f39631,Bacteria,Firmicutes,Limnochordia,MBA03,midas_f_112,,,0.009549
fc05fae4c5692849b84f3411043e8344,Bacteria,Chloroflexi,Anaerolineae,SJA-15,midas_f_8814,midas_g_12435,midas_s_100619,0.009549
1124da2808084f121dfa80f2ff96ad56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,midas_s_10524,0.009549
92cb26786c713a9a22e36dc8c8913a44,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,,,0.009549
90fa6c0bf60713bfb45126d0e322b04b,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,,0.007427
9cbf0954f06d3ad4ffa822ec80a7f4af,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas_subflava,0.033887
2579ccdb853bf0bbcbc589ee0badfa6b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,,0.004774
d45aaeec9a07ee5bc7a02cbca9a84ee7,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Guggenheimella,midas_g_25887,midas_s_25887,0.004604
cf506e6252da1013261a93132ed38efe,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter,,0.002695
3ece3ba63c0d48e9af0bd3e473afb6cc,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.007203
f1baa928afe50a32873c14a5a0e63f2d,Bacteria,Firmicutes,Limnochordia,MBA03,midas_f_112,,,0.009284
2990b08e6fdd30ce626c1f5d8d026587,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,0.009284
58170f812d875827788d594fb6ddd4ce,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,DMER64,midas_s_3652,0.009284
04a65a3c8425eeeaa26b5be5e1f73ea6,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,,0.009284
2b9113180a7e1a8f4e25512f0191ff42,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,AAP99,midas_s_564,0.009284
421c4fde5e0b6d90aba4333ba1328d82,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,midas_s_13052,0.009284
9b81b6e45f605a8664136716c1f36aa2,Bacteria,Firmicutes,Clostridia,Eubacteriales,Anaerofustaceae,Anaerofustis,midas_s_31857,0.00543
b2f2f46a7ac98e69a9c672e3c11d4dc6,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostignum,,0.005959
6281e84f5577a96d655059cf0de0540a,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Tissierella,,0.007628
00adc7daa4b95b95372776a244ef7a2c,Bacteria,,,,,,,0.006707
1c4b816fb8f22fadba37d3f297f19730,Bacteria,Firmicutes,midas_c_4,DTU014,midas_f_148,midas_g_606,midas_s_1830,0.004216
4c3cb2bcc311be93500886bc584d4d2a,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,midas_s_109026,0.107822
10b3c2a776e4f9f16a4c80c2d43c9def,Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Desulfurisporaceae,Desulfurispora,midas_s_9018,0.004867
e16f67ce9c9a6f842af7e459ca1d6239,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,midas_g_98124,midas_s_99703,0.038839
70414021f4b21e27cabdfe1be1ae296b,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,,0.006787
cabc3f75a6051be90646efa273cd5ad3,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.005539
d0eac523b3ddde02c23078445c33dc3e,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,,,0.005539
47c6142121fd5fbdd963a7a6fccb2c5e,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_olleyae,0.009018
455800da158eb1acad1d1e9657b345d2,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,midas_f_90201,midas_g_92049,midas_s_110157,0.009018
4651f1e124ac9d94cff06304c700b593,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,midas_g_97862,midas_s_97862,0.009018
a9aac800e685600e21278a2012556aa7,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,midas_s_2583,0.009018
f4993ea775e4b217485c9be1b55db40c,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,midas_g_819,midas_s_819,0.009018
c4a4b8a9db0c109cc7146c7c64f10b79,Bacteria,Firmicutes,Clostridia,,,,,0.009018
71f6d6badec9a36484ea0f6bea464bc2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,,,0.009018
d68eb4b5245740e3dfbd0fb1133ed220,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,,,0.009018
77e27d0665f7fb72b2b325641b3b95ea,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,,,,0.009018
8967a8d6fe2dd175ae34bdac837af10a,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_9913,midas_s_100240,0.009018
e9ad9694aa9baa8ef6805db44808b3ce,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,midas_g_25753,midas_s_25753,0.009018
5d2bad7a7fe74a8b6a564a94eb9f0050,Bacteria,Firmicutes,Moorellia,Desulfitibacterales,Desulfitibacteraceae,Desulfitibacter,,0.009018
6c5285812f71ed019e28402a38c1158a,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_119476,midas_s_119476,0.009018
5b1e1cf5993a1b5ab7467ae5ebe4d8a4,Bacteria,Armatimonadota,midas_c_216,midas_o_92789,midas_f_92789,midas_g_92789,midas_s_92789,0.009018
a5603389a441a68a8797aa8a3cf61af9,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter,,0.009209
f961fc7bc93cdc2692d05871d6ef0296,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_64314,0.003923
96398d60ccf2d88da5d9684892c6a610,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,midas_g_2026,midas_s_2026,0.104741
de26ab3cbf51cd977d97820b4d14f742,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,midas_g_7231,midas_s_7231,0.104741
e33914420d19e3dcbaf511090df6d385,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,EBM-39,,0.005171
451f992938efa5e0c6523168817f30f8,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.007179
d92977f111486ad3a5d826adaf17b5ad,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,,0.008811
16d5a0178f3d79e81808ab413ec47dc9,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_156,midas_s_876,0.008753
70587a5848f80e8639f9bb824c9236fa,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,0.008753
532ff193b68d71a9e2229dd125e1eeb1,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosarcinaceae,Methanosarcina,,0.008753
85856de71cc20a58c1522fd9ba454442,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,,0.008753
99d585f7c8f524fa04880f847f0a31da,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,,0.008753
7935c8ea2b1b44460993759d6d1cd5da,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Thermovirga,midas_s_687,0.008753
92cb433f34320956950648a61a61e395,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,Dethiobacter,,0.008753
af652e408f0db93cc4846d6901a6ce37,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,0.008753
f8d30c1e3d25ad222894f3a1a7a3eb2a,Bacteria,WS1,midas_c_796,midas_o_796,midas_f_2296,midas_g_3409,midas_s_3409,0.008753
c995fd3a6bbed38454cd050bc331deaa,Bacteria,Firmicutes,Clostridia,,,,,0.008753
4563e1bc4155a08102e2a8f74d500106,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,midas_s_44905,0.008753
32d2ffd5aac26382d511eb7ab897fc06,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,midas_f_269,midas_g_531,,0.008753
b1f59336f531943ed373eb155f8380ea,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,,,0.008753
ecc87bcfc432d272b961cd36e4246127,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,0.008753
73bb9b389101bfbeafe2f0663fd53b50,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,midas_s_73513,0.008753
9e4993b7e2e6e5d4b584c46aaac0bde5,Bacteria,WS1,midas_c_796,midas_o_796,midas_f_796,midas_g_796,midas_s_796,0.012322
638fc32ab42e9e47ae41e2aad6572cc9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,midas_s_109913,0.006896
71759382cfc2547ea9f6f84a1c2bff86,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_92802,0.024645
fe5a45686af6b4b7eaff28a4dcaef15b,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,midas_g_410,,0.067774
f9542fc2a825a5c41094173a4a95041a,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,,,0.003446
1f9a774f305c7b4db08dfe4db385aa4a,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_56200,0.005019
138ba6e05643a696295fc4a8ee67406c,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Tissierella,,0.003887
10378c24fd183ece5224eb4bb5980766,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,0.008488
8a5b1b1f58eaa67ae9c35c6521b3eb71,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,W5,,0.008488
499282a32d639ab44b7dc14af1e71965,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_solventivorans,0.008488
6007fe9f1b2db53b8b47650fa99e3f10,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Syntrophobotulaceae,Ca_Dichloromethanomonas,midas_s_57644,0.008488
11ec9f654a9c1c5dc45e40f82e7cb970,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Fastidiosipila,midas_s_101643,0.008488
8658443ac48e043652445ada8a1b38e9,Bacteria,WS1,midas_c_796,midas_o_796,midas_f_796,midas_g_2935,midas_s_2935,0.008488
450e10636606887dd168542a6fc0df36,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,0.008488
b9779a83e705307c6596e4741240726c,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,midas_s_9537,0.008488
adae8a46239a2d87cf6b3187212b0c5d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,,0.008488
46eaee59b82f8e55b9c35947a8c22824,Bacteria,Firmicutes,Clostridia,,,,,0.008488
563814b59f2c0241d0cdec1b99b7f781,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_4489,0.008488
b0b69224e197ce8061ddd3ea7ceff3d9,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_147,midas_f_29377,midas_g_110619,midas_s_116510,0.008488
655bd7b8d2c8ee0e717f8d77d47693b7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Bauldia,midas_s_3392,0.008488
38296582075fc96045a4147fb746fe4b,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Actinotalea,midas_s_31096,0.006366
ddc66d3a76d91f0f401087bf108cc42c,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,Rummeliibacillus_suwonensis,0.008667
4be7e3af901821b478005592cf83e189,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,0.004875
0b4ce1bf546f25f6976d10bd9c189687,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,,,,0.005448
f2c297fc0b86c201864ff9fa84ff6d5d,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,,,0.006132
456e90bd81f384fccd85730d1b5088e5,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.004867
e38bae89caa9e6029e2bb575ecf1465a,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,,0.005064
a372cf10657d0756778992bacff2d706,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_40543,,0.008223
fd363796f24ad824b1a025860c3acb40,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,midas_f_54,midas_g_4325,midas_s_117961,0.008223
c12f7e2e3fb92f37dd8a532d2710933e,Bacteria,Caldatribacteriota,JS1,midas_o_230,midas_f_230,midas_g_230,midas_s_230,0.008223
7741e484f93c21c4e051f33fc7b64f88,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,,0.008223
2af9958fd7f71a6e23c081bc5ea32141,Bacteria,Chloroflexi,Dehalococcoidia,vadinBA26,midas_f_12699,midas_g_93557,,0.008223
01606679d848223557a0c8b91904ad43,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,0.008223
d184ddaaff75a83d4d9ce5566685f125,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,,0.008223
a3d67e84fce8a7747f69e619a049f2b9,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,midas_s_82383,0.008223
4eb5a964054cfd611f6281b13f89c0d3,Bacteria,Chloroflexi,Anaerolineae,MSB-5E12,midas_f_92558,midas_g_114252,midas_s_119547,0.008223
87046e29904457e4619c87f36ff133f0,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Ca_Paracaedibacter,midas_s_31154,0.007692
eed6f7421ac20fcc38b04e2b10d5351a,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Lutispora,midas_g_1251,,0.095499
a87d7bdde6fa3f21a9cfecf2831f86ad,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,midas_s_2576,0.095499
0fd87e3cf3f118361bcb5de6a4bf2a71,Bacteria,,,,,,,0.105099
46156799234f2a8e18eb868be7da1d1a,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Syntrophobotulaceae,,,0.011055
e9a0960d7d02f3ef158eaad301890820,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.004906
acf08b911fd8cbbc0d6ddfb595496383,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,,,0.007957
efbf6366dde7be4e10d52c16b61604d2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga,midas_s_89909,0.007957
