node_a,node_b,rho,abs_rho,sign,qvalue,pvalue,cooccurrence,community_a,community_b,same_community,phylum_a,phylum_b,same_phylum
Thiobacillus.1,LNR_A2-18.2,0.782142857142857,0.782142857142857,positive,0.01414460726910643,0.0005697096277734965,15,5,5,1,Proteobacteria,Cloacimonadota,0
Clostridium_sensu_stricto_13.1,Intestinimonas.1,0.7820656110532036,0.7820656110532036,positive,0.01414460726910643,0.0005709089753359072,12,0,0,1,Firmicutes,Firmicutes,1
Romboutsia.1,midas_g_97954.1,0.7820137176197453,0.7820137176197453,positive,0.01414460726910643,0.0005717158426315597,11,0,0,1,Firmicutes,Firmicutes,1
Christensenellaceae_R-7_group.4,Aminiphilus.1,-0.7815038703165378,0.7815038703165378,negative,0.01425043092770433,0.0005796926871465963,3,0,5,0,Firmicutes,Synergistota,0
Clostridium_sensu_stricto_13.1,Christensenellaceae_R-7_group.2,-0.7813670261785929,0.7813670261785929,negative,0.01425043092770433,0.0005818490329813503,11,0,5,0,Firmicutes,Firmicutes,1
Acinetobacter.1,Thermovirga.1,-0.7812601377102658,0.7812601377102658,negative,0.01425043092770433,0.0005835378829786834,5,2,5,0,Proteobacteria,Synergistota,0
Stappia.1,midas_g_36215.3,0.7811947106925675,0.7811947106925675,positive,0.01425043092770433,0.0005845736036531545,3,6,6,1,Proteobacteria,Bacteroidota,0
Petrimonas.1,Thermovirga.2,0.7810548248408075,0.7810548248408075,positive,0.01425043092770433,0.0005867930380739688,13,0,0,1,Bacteroidota,Synergistota,0
Petrimonas.1,Intestinimonas.1,0.7810548248408075,0.7810548248408075,positive,0.01425043092770433,0.0005867930380739688,13,0,0,1,Bacteroidota,Firmicutes,0
Acinetobacter.2,midas_g_114295.1,0.7804113386049387,0.7804113386049387,positive,0.014456178263936487,0.0005970911067711546,6,0,0,1,Proteobacteria,Armatimonadota,0
Desulfovibrio.2,midas_g_92370.1,-0.7791937224739796,0.7791937224739796,negative,0.014836805219878632,0.0006169795616765989,4,2,5,0,Desulfobacterota,Firmicutes,0
EBM-39.1,midas_g_92370.1,-0.7791937224739796,0.7791937224739796,negative,0.014836805219878632,0.0006169795616765989,4,0,5,0,Synergistota,Firmicutes,0
Pseudarcobacter.1,Desulfovibrio.1,0.7791059088715573,0.7791059088715573,positive,0.014836805219878632,0.0006184344729771314,11,3,3,1,Campylobacterota,Desulfobacterota,0
Comamonadaceae.3,midas_g_84729.1,-0.7788909067301099,0.7788909067301099,negative,0.014846705505797517,0.0006220084477090073,3,0,5,0,Proteobacteria,Chloroflexi,0
Monoglobus.2,midas_g_49937.1,-0.7788555533886559,0.7788555533886559,negative,0.014846705505797517,0.000622597729938711,2,2,5,0,Firmicutes,Chloroflexi,0
midas_g_3409.1,midas_g_84729.1,0.7781951576794889,0.7781951576794889,positive,0.015018643993245208,0.0006336891609611548,5,5,5,1,WS1,Chloroflexi,0
Romboutsia.1,midas_g_49937.1,-0.7781951576794889,0.7781951576794889,negative,0.015018643993245208,0.0006336891609611548,5,0,5,0,Firmicutes,Chloroflexi,0
Acinetobacter.1,midas_g_76603.1,-0.7780882902332689,0.7780882902332689,negative,0.015018643993245208,0.0006354990195449217,6,2,5,0,Proteobacteria,Firmicutes,0
Dysgonomonas.1,Monoglobus.2,0.7777827737649295,0.7777827737649295,positive,0.015072604332630146,0.000640696301569059,12,2,2,1,Bacteroidota,Firmicutes,0
Desulfovibrio.2,Methanobacterium.5,-0.7776191602844919,0.7776191602844919,negative,0.015072604332630146,0.0006434937810318289,6,2,5,0,Desulfobacterota,Euryarchaeota,0
Acinetobacter.2,Romboutsia.1,0.7776191602844919,0.7776191602844919,positive,0.015072604332630146,0.0006434937810318289,6,0,0,1,Proteobacteria,Firmicutes,0
Lachnoclostridium.1,Petrimonas.2,-0.7773024229713917,0.7773024229713917,negative,0.015075026503053,0.0006489376053071718,9,2,5,0,Firmicutes,Bacteroidota,0
Lachnoclostridium.1,Taibaiella.1,0.7773024229713917,0.7773024229713917,positive,0.015075026503053,0.0006489376053071718,11,2,2,1,Firmicutes,Bacteroidota,0
Syner-01.2,Desulfovibrio.1,0.7772808586762074,0.7772808586762074,positive,0.015075026503053,0.00064930959170659,12,3,3,1,Synergistota,Desulfobacterota,0
Aminiphilus.1,Methanothrix.1,0.7763449520630873,0.7763449520630873,positive,0.015408563157558987,0.0006656219022211916,4,5,5,1,Synergistota,Halobacterota,0
Bacteria (unclassified).1,Stappia.1,0.7759493670886076,0.7759493670886076,positive,0.01552507755870543,0.0006726160922869727,4,6,6,1,Bacteria (unclassified),Proteobacteria,0
EBM-39.1,Ercella.1,-0.775510949993674,0.775510949993674,negative,0.015614555223031576,0.0006804372302571547,8,0,5,0,Synergistota,Firmicutes,0
Methanosarcina.1,Ercella.1,-0.775510949993674,0.775510949993674,negative,0.015614555223031576,0.0006804372302571547,7,0,5,0,Halobacterota,Firmicutes,0
Mesotoga.1,Sulfurospirillum.1,0.7749999999999999,0.7749999999999999,positive,0.015715302424658052,0.000689645393951436,15,3,3,1,Thermotogota,Campylobacterota,0
Dysgonomonas.1,Geobacteraceae.1,-0.7749999999999999,0.7749999999999999,negative,0.015715302424658052,0.000689645393951436,14,2,5,0,Bacteroidota,Desulfobacterota,0
Acinetobacter.1,Monoglobus.2,0.77489069719033,0.77489069719033,positive,0.015715302424658052,0.0006916282942739897,12,2,2,1,Proteobacteria,Firmicutes,0
Christensenellaceae_R-7_group.2,Methanothrix.1,0.7746102299888384,0.7746102299888384,positive,0.015715302424658052,0.0006967375459208004,4,5,5,1,Firmicutes,Halobacterota,0
EBM-39.1,Trichloromonas.1,0.7746102299888384,0.7746102299888384,positive,0.015715302424658052,0.0006967375459208004,4,0,0,1,Synergistota,Desulfobacterota,0
Methanosarcina.1,Methanothrix.1,-0.7746102299888384,0.7746102299888384,negative,0.015715302424658052,0.0006967375459208004,3,0,5,0,Halobacterota,Halobacterota,1
Dysgonomonas.1,Gordonia.1,0.7741985213512662,0.7741985213512662,positive,0.01578306170246959,0.000704293114014783,12,2,2,1,Bacteroidota,Actinobacteriota,0
Thauera.1,Hyphomonas.1,0.7739454739441634,0.7739454739441634,positive,0.01578306170246959,0.0007089699006325495,7,3,0,0,Proteobacteria,Proteobacteria,1
Sphingopyxis.1,Methanobacterium.2,0.7739055815928366,0.7739055815928366,positive,0.01578306170246959,0.000709709481631827,13,2,2,1,Proteobacteria,Euryarchaeota,0
Lentimicrobium.1,Methanobacterium.4,0.7739055815928366,0.7739055815928366,positive,0.01578306170246959,0.000709709481631827,13,5,5,1,Bacteroidota,Euryarchaeota,0
Acinetobacter.1,Methanosarcina.1,0.7739055815928366,0.7739055815928366,positive,0.01578306170246959,0.000709709481631827,13,2,0,0,Proteobacteria,Halobacterota,0
Christensenellaceae_R-7_group.1,Lachnoclostridium.1,-0.7736954511710604,0.7736954511710604,negative,0.015825473774709345,0.0007136155283025433,9,5,2,0,Firmicutes,Firmicutes,1
Hydrogenophaga.1,Methanobacterium.2,-0.7730043429927896,0.7730043429927896,negative,0.016068096598471925,0.0007265856488888403,11,3,2,0,Proteobacteria,Euryarchaeota,0
Thauera.1,Pseudomonas.2,0.7725787932004153,0.7725787932004153,positive,0.01620155087831917,0.0007346667633341647,5,3,3,1,Proteobacteria,Proteobacteria,1
Fermentimonas.2,Terrisporobacter.1,0.7721182707808439,0.7721182707808439,positive,0.01635067360788098,0.0007434940632609769,13,0,0,1,Bacteroidota,Firmicutes,0
midas_g_9269.1,midas_g_49937.1,0.7718165088460505,0.7718165088460505,positive,0.016372077117842113,0.0007493247923799595,5,5,5,1,Bacteroidota,Chloroflexi,0
Acetobacterium.1,Christensenellaceae_R-7_group.4,0.7717463337315688,0.7717463337315688,positive,0.016372077117842113,0.000750686041236556,8,3,0,0,Firmicutes,Firmicutes,1
Methanobacterium.2,Monoglobus.1,0.7717463337315688,0.7717463337315688,positive,0.016372077117842113,0.000750686041236556,8,2,2,1,Euryarchaeota,Firmicutes,0
Aminivibrio.1,Methanosarcina.1,0.7714285714285712,0.7714285714285712,positive,0.016372077117842113,0.0007568751073803477,14,0,0,1,Synergistota,Halobacterota,0
Aminivibrio.1,Petrimonas.1,0.7714285714285712,0.7714285714285712,positive,0.016372077117842113,0.0007568751073803477,15,0,0,1,Synergistota,Bacteroidota,0
midas_g_36215.1,Sulfurospirillum.1,-0.7714285714285712,0.7714285714285712,negative,0.016372077117842113,0.0007568751073803477,15,5,3,0,Bacteroidota,Campylobacterota,0
Pseudarcobacter.1,Christensenellaceae_R-7_group.3,0.7712024680673985,0.7712024680673985,positive,0.016405479434482752,0.0007613040987543016,11,3,3,1,Campylobacterota,Firmicutes,0
Fermentimonas.2,midas_g_92370.1,-0.7707151835397387,0.7707151835397387,negative,0.016405479434482752,0.0007709207370681582,2,0,5,0,Bacteroidota,Firmicutes,0
Comamonadaceae.3,midas_g_92370.1,-0.7707151835397387,0.7707151835397387,negative,0.016405479434482752,0.0007709207370681582,2,0,5,0,Proteobacteria,Firmicutes,0
Acinetobacter.1,midas_g_92370.1,-0.7707151835397387,0.7707151835397387,negative,0.016405479434482752,0.0007709207370681582,2,2,5,0,Proteobacteria,Firmicutes,0
Thermovirga.2,midas_g_92370.1,-0.7707151835397387,0.7707151835397387,negative,0.016405479434482752,0.0007709207370681582,2,0,5,0,Synergistota,Firmicutes,0
Sulfurospirillum.1,midas_g_36215.2,-0.770614268937603,0.770614268937603,negative,0.016405479434482752,0.0007729245710574798,12,3,5,0,Campylobacterota,Bacteroidota,0
Monoglobus.2,Enterobacteriaceae.1,0.770614268937603,0.770614268937603,positive,0.016405479434482752,0.0007729245710574798,12,2,2,1,Firmicutes,Proteobacteria,0
Romboutsia.1,Devosia.1,0.769560930644238,0.769560930644238,positive,0.016809736182874457,0.0007940938906650305,6,0,0,1,Firmicutes,Proteobacteria,0
Aquamicrobium.2,Christensenellaceae_R-7_group.2,-0.7694005931420075,0.7694005931420075,negative,0.01683380310226221,0.0007973571003345116,10,0,5,0,Proteobacteria,Firmicutes,0
Thiobacillus.1,midas_g_3409.1,0.7678571428571428,0.7678571428571428,positive,0.017462241153929744,0.0008293296291369943,15,5,5,1,Proteobacteria,WS1,0
Acinetobacter.1,Clostridium_sensu_stricto_13.1,0.7677157833274567,0.7677157833274567,positive,0.0174784910307566,0.0008323090967026952,12,2,0,0,Proteobacteria,Firmicutes,0
Christensenellaceae_R-7_group.1,Thiobacillus.1,0.7675987182166162,0.7675987182166162,positive,0.017484067651604773,0.0008347830708989016,11,5,5,1,Firmicutes,Proteobacteria,0
Burkholderiales.1,midas_g_98124.1,0.7673995806632399,0.7673995806632399,positive,0.017526132505260805,0.0008390052064536878,10,2,2,1,Proteobacteria,Firmicutes,0
Syner-01.2,Christensenellaceae_R-7_group.3,0.7667563383448659,0.7667563383448659,positive,0.017766618081648068,0.0008527617621607005,13,3,3,1,Synergistota,Firmicutes,0
Comamonadaceae.3,Aquamicrobium.2,0.7664815075703978,0.7664815075703978,positive,0.017843273289742827,0.0008586948494874343,11,0,0,1,Proteobacteria,Proteobacteria,1
Aquamicrobium.2,Hyphomonas.1,0.7663636363636365,0.7663636363636365,positive,0.01784951282758252,0.0008612497031876372,10,0,0,1,Proteobacteria,Proteobacteria,1
Syntrophobacter.1,Stenotrophomonas.2,0.7661532459753252,0.7661532459753252,positive,0.017893014668006486,0.000865825221229712,7,6,6,1,Desulfobacterota,Proteobacteria,0
Acinetobacter.1,Aminiphilus.1,-0.7660595677007538,0.7660595677007538,negative,0.017893014668006486,0.0008678688433136908,7,2,5,0,Proteobacteria,Synergistota,0
Methanobacterium.1,midas_g_92370.1,0.7654432450185562,0.7654432450185562,positive,0.018080518676425787,0.0008814118297012954,4,5,5,1,Euryarchaeota,Firmicutes,0
Romboutsia.1,midas_g_84729.1,-0.765437860012612,0.765437860012612,negative,0.018080518676425787,0.0008815309093217574,5,0,5,0,Firmicutes,Chloroflexi,0
Fermentimonas.2,Christensenellaceae_R-7_group.2,-0.7649690275328731,0.7649690275328731,negative,0.01819988506702815,0.0008919483903002301,12,0,5,0,Bacteroidota,Firmicutes,0
EBM-39.1,Acinetobacter.1,0.7649690275328731,0.7649690275328731,positive,0.01819988506702815,0.0008919483903002301,13,0,2,0,Synergistota,Proteobacteria,0
EBM-39.1,Terrisporobacter.1,0.7642857142857141,0.7642857142857141,positive,0.018465743327017926,0.0009073101116849784,14,0,0,1,Synergistota,Firmicutes,0
midas_g_114295.1,Trichloromonas.1,0.7635917532535971,0.7635917532535971,positive,0.018739537303076505,0.0009231299164077097,4,0,0,1,Armatimonadota,Desulfobacterota,0
Clostridium_sensu_stricto_13.1,Aquamicrobium.2,0.7631215368814602,0.7631215368814602,positive,0.01891121425259138,0.0009339755933766868,11,0,0,1,Firmicutes,Proteobacteria,0
midas_g_114295.1,Azoarcus.2,0.7625707948759055,0.7625707948759055,positive,0.019122172945959776,0.0009468096242031365,9,0,0,1,Armatimonadota,Proteobacteria,0
Fermentimonas.2,Azoarcus.2,0.7623677143624369,0.7623677143624369,positive,0.019169573736323154,0.0009515779308292283,9,0,0,1,Bacteroidota,Proteobacteria,0
Romboutsia.1,Methanobacterium.5,-0.7615027010039843,0.7615027010039843,negative,0.019434769698964675,0.0009721067071858041,6,0,5,0,Firmicutes,Euryarchaeota,0
Acetobacterium.1,Acinetobacter.2,0.7615027010039843,0.7615027010039843,positive,0.019434769698964675,0.0009721067071858041,6,3,0,0,Firmicutes,Proteobacteria,0
midas_g_2178.1,Methanobacterium.5,0.7615027010039843,0.7615027010039843,positive,0.019434769698964675,0.0009721067071858041,6,5,5,1,Chloroflexi,Euryarchaeota,0
Christensenellaceae_R-7_group.1,Clostridium_sensu_stricto_13.1,-0.7613131920073335,0.7613131920073335,negative,0.019470881441847263,0.0009766517263740408,8,5,0,0,Firmicutes,Firmicutes,1
Hyphomonas.1,Syner-01.2,0.7610710498699009,0.7610710498699009,positive,0.019470881441847263,0.000982484074080239,11,0,3,0,Proteobacteria,Synergistota,0
midas_g_9269.1,midas_g_92370.1,0.7608597525334152,0.7608597525334152,positive,0.019470881441847263,0.00098759648917532,4,5,5,1,Bacteroidota,Firmicutes,0
EBM-39.1,Petrimonas.1,0.7607142857142856,0.7607142857142856,positive,0.019470881441847263,0.000991128611982373,15,0,0,1,Synergistota,Bacteroidota,0
Bacteroides.1,Erysipelothrix.1,0.7607142857142856,0.7607142857142856,positive,0.019470881441847263,0.000991128611982373,15,2,2,1,Bacteroidota,Firmicutes,0
Burkholderiales.1,Thiobacillus.1,-0.7607142857142856,0.7607142857142856,negative,0.019470881441847263,0.000991128611982373,15,2,5,0,Proteobacteria,Proteobacteria,1
Methanobacterium.1,Burkholderiales.1,-0.7607142857142856,0.7607142857142856,negative,0.019470881441847263,0.000991128611982373,15,5,2,0,Euryarchaeota,Proteobacteria,0
midas_g_2178.1,midas_g_76603.1,0.7604524849452531,0.7604524849452531,positive,0.01949316752410857,0.000997511235836763,8,5,5,1,Chloroflexi,Firmicutes,0
Burkholderiales.1,Hydrogenophaga.1,-0.7603912185150518,0.7603912185150518,negative,0.01949316752410857,0.000999009686492869,11,2,3,0,Proteobacteria,Proteobacteria,1
Thermovirga.2,Acinetobacter.1,0.7602862254025043,0.7602862254025043,positive,0.01949316752410857,0.0010015818382693173,13,0,2,0,Synergistota,Proteobacteria,0
Thauera.1,Pseudarcobacter.1,0.7602646196067664,0.7602646196067664,positive,0.01949316752410857,0.0010021118077948956,7,3,3,1,Proteobacteria,Campylobacterota,0
Methanobacterium.4,Romboutsia.1,-0.7596070950968951,0.7596070950968951,negative,0.019760466337366226,0.0010183491556960238,13,5,0,0,Euryarchaeota,Firmicutes,0
midas_g_9269.1,midas_g_84729.1,0.7590592111791736,0.7590592111791736,positive,0.01997718497996935,0.001032041007554309,5,5,5,1,Bacteroidota,Chloroflexi,0
Rhizobiaceae.1,Desulfosporosinus.3,0.7587030065189146,0.7587030065189146,positive,0.020008249175605324,0.0010410223413408596,3,6,6,1,Proteobacteria,Firmicutes,0
Methanosarcina.1,Aquamicrobium.2,0.7585893435896607,0.7585893435896607,positive,0.020008249175605324,0.0010439015068365218,11,0,0,1,Halobacterota,Proteobacteria,0
midas_g_97954.1,Christensenellaceae_R-7_group.2,-0.7585893435896607,0.7585893435896607,negative,0.020008249175605324,0.0010439015068365218,10,0,5,0,Firmicutes,Firmicutes,1
midas_g_76603.1,midas_g_92370.1,0.7585337716452867,0.7585337716452867,positive,0.020008249175605324,0.0010453115281756603,4,5,5,1,Firmicutes,Firmicutes,1
Aquamicrobium.2,Trichloromonas.1,0.7584955557031237,0.7584955557031237,positive,0.020008249175605324,0.0010462820713275994,4,0,0,1,Proteobacteria,Desulfobacterota,0
Christensenellaceae_R-7_group.2,Syntrophomonas.1,-0.7579981691863086,0.7579981691863086,negative,0.020202285412281317,0.0010589804782236637,8,5,0,0,Firmicutes,Firmicutes,1
Monoglobus.2,midas_g_84729.1,-0.7575170450766379,0.7575170450766379,negative,0.02036222050554025,0.0010713820480201728,2,2,5,0,Firmicutes,Chloroflexi,0
Terrisporobacter.1,Devosia.1,0.7574735861838574,0.7574735861838574,positive,0.02036222050554025,0.001072508014501741,6,0,0,1,Firmicutes,Proteobacteria,0
Desulfovibrio.1,Monoglobus.1,-0.7573643890406152,0.7573643890406152,negative,0.02036717197528898,0.0010753414027625102,6,3,2,0,Desulfobacterota,Firmicutes,0
Methanosarcina.1,Romboutsia.1,0.7571428571428571,0.7571428571428571,positive,0.020427526428088913,0.0010811081941858348,14,0,0,1,Halobacterota,Firmicutes,0
Methanobacterium.4,Clostridium_sensu_stricto_13.1,-0.7569534125331466,0.7569534125331466,negative,0.020458492663826742,0.0010860595253020856,10,5,0,0,Euryarchaeota,Firmicutes,0
Aminiphilus.1,midas_g_30443.1,0.7568825881235381,0.7568825881235381,positive,0.020458492663826742,0.0010879152976469696,9,5,5,1,Synergistota,Desulfobacterota,0
Petrimonas.1,midas_g_114295.1,0.7562772592829499,0.7562772592829499,positive,0.020661082293416858,0.001103881258132024,12,0,0,1,Bacteroidota,Armatimonadota,0
Dysgonomonas.1,midas_g_92370.1,-0.7562762600482742,0.7562762600482742,negative,0.020661082293416858,0.0011039077693716472,4,2,5,0,Bacteroidota,Firmicutes,0
Terrisporobacter.1,Syntrophobacter.1,0.7561538914024003,0.7561538914024003,positive,0.02067304765589394,0.0011071582930528017,9,0,6,0,Firmicutes,Desulfobacterota,0
Thermovirga.1,Methanobacterium.5,0.7560426299919629,0.7560426299919629,positive,0.020679585590860833,0.0011101204845416009,5,5,5,1,Synergistota,Euryarchaeota,0
Desulfuromonadaceae.1,Christensenellaceae_R-7_group.3,0.754806778623548,0.754806778623548,positive,0.02125057506163096,0.0011434564830434242,5,0,3,0,Desulfobacterota,Firmicutes,0
midas_g_114295.1,midas_g_92370.1,-0.7543918526119874,0.7543918526119874,negative,0.021311833894797468,0.0011548284376491239,1,0,5,0,Armatimonadota,Firmicutes,0
Clostridium_sensu_stricto_13.1,midas_g_92370.1,-0.7543918526119874,0.7543918526119874,negative,0.021311833894797468,0.0011548284376491239,1,0,5,0,Firmicutes,Firmicutes,1
Monoglobus.2,midas_g_92370.1,-0.7543918526119874,0.7543918526119874,negative,0.021311833894797468,0.0011548284376491239,1,2,5,0,Firmicutes,Firmicutes,1
Christensenellaceae_R-7_group.4,Desulfovibrio.4,0.7539682539682541,0.7539682539682541,positive,0.021349277298702268,0.0011665322041339813,7,0,0,1,Firmicutes,Desulfobacterota,0
Petrimonas.2,midas_g_92370.1,0.753870582802495,0.753870582802495,positive,0.021349277298702268,0.0011692443491929188,4,5,5,1,Bacteroidota,Firmicutes,0
Christensenellaceae_R-7_group.1,midas_g_92370.1,0.753870582802495,0.753870582802495,positive,0.021349277298702268,0.0011692443491929188,4,5,5,1,Firmicutes,Firmicutes,1
Petrimonas.1,Proteiniphilum.1,-0.7535714285714286,0.7535714285714286,negative,0.021349277298702268,0.0011775830234888275,15,0,5,0,Bacteroidota,Bacteroidota,1
Methanobacterium.1,Methanobacterium.2,-0.7535714285714286,0.7535714285714286,negative,0.021349277298702268,0.0011775830234888275,15,5,2,0,Euryarchaeota,Euryarchaeota,1
Lentimicrobium.1,Christensenellaceae_R-7_group.2,0.7535714285714286,0.7535714285714286,positive,0.021349277298702268,0.0011775830234888275,14,5,5,1,Bacteroidota,Firmicutes,0
midas_g_98124.1,Desulfovibrio.1,-0.7535248119459949,0.7535248119459949,negative,0.021349277298702268,0.0011788867394106734,8,2,3,0,Firmicutes,Desulfobacterota,0
Devosia.1,midas_g_94288.1,-0.7534444713637305,0.7534444713637305,negative,0.021349277298702268,0.001181136342094817,6,0,-1,0,Proteobacteria,Firmicutes,0
Fermentimonas.2,Comamonadaceae.3,0.7531305903398926,0.7531305903398926,positive,0.021349277298702268,0.0011899585439858215,13,0,0,1,Bacteroidota,Proteobacteria,0
Thiobacillus.1,Monoglobus.1,-0.7529232524210427,0.7529232524210427,negative,0.021349277298702268,0.0011958153002916527,8,5,2,0,Proteobacteria,Firmicutes,0
midas_g_3409.1,Ercella.1,0.7529232524210427,0.7529232524210427,positive,0.021349277298702268,0.0011958153002916527,8,5,5,1,WS1,Firmicutes,0
Mesotoga.1,Monoglobus.1,-0.7529232524210426,0.7529232524210426,negative,0.021349277298702268,0.0011958153002916536,8,3,2,0,Thermotogota,Firmicutes,0
Burkholderiales.1,Monoglobus.1,0.7529232524210426,0.7529232524210426,positive,0.021349277298702268,0.0011958153002916536,8,2,2,1,Proteobacteria,Firmicutes,0
midas_g_114295.1,Terrisporobacter.1,0.7526930068692868,0.7526930068692868,positive,0.021349277298702268,0.0012023464058633668,12,0,0,1,Armatimonadota,Firmicutes,0
midas_g_2178.1,midas_g_49937.1,0.7526805623457352,0.7526805623457352,positive,0.021349277298702268,0.0012027002242290276,5,5,5,1,Chloroflexi,Chloroflexi,1
midas_g_2178.1,midas_g_84729.1,0.7526805623457352,0.7526805623457352,positive,0.021349277298702268,0.0012027002242290276,5,5,5,1,Chloroflexi,Chloroflexi,1
midas_g_3409.1,midas_g_49937.1,0.7526805623457352,0.7526805623457352,positive,0.021349277298702268,0.0012027002242290276,5,5,5,1,WS1,Chloroflexi,0
Intestinimonas.1,midas_g_76603.1,-0.7517124159880734,0.7517124159880734,negative,0.021755039862981055,0.001230485208814011,6,0,5,0,Firmicutes,Firmicutes,1
Romboutsia.1,midas_g_92370.1,-0.7516927675631331,0.7516927675631331,negative,0.021755039862981055,0.0012310544219547193,4,0,5,0,Firmicutes,Firmicutes,1
Methanobacterium.1,Petrimonas.2,0.7513818438880961,0.7513818438880961,positive,0.021863351528713923,0.0012400902002304456,11,5,5,1,Euryarchaeota,Bacteroidota,0
Thermovirga.2,Azoarcus.2,0.7512921543474862,0.7512921543474862,positive,0.021863351528713923,0.0012427066045119699,9,0,0,1,Synergistota,Proteobacteria,0
Comamonadaceae.1,Devosia.2,0.7510137813776575,0.7510137813776575,positive,0.02195792495501368,0.00125085564667313,5,4,4,1,Proteobacteria,Proteobacteria,1
Aquamicrobium.2,Intestinimonas.1,0.7502501344689071,0.7502501344689071,positive,0.022238756658018954,0.0012734323009701242,11,0,0,1,Proteobacteria,Firmicutes,0
Fermentimonas.2,Methanothrix.1,-0.7500710268377813,0.7500710268377813,negative,0.022238756658018954,0.001278774819939814,2,0,5,0,Bacteroidota,Halobacterota,0
Acinetobacter.1,Methanothrix.1,-0.7500710268377813,0.7500710268377813,negative,0.022238756658018954,0.001278774819939814,2,2,5,0,Proteobacteria,Halobacterota,0
Thermovirga.2,Methanothrix.1,-0.7500710268377813,0.7500710268377813,negative,0.022238756658018954,0.001278774819939814,2,0,5,0,Synergistota,Halobacterota,0
Desulfobulbus.1,Mesotoga.1,0.7499999999999999,0.7499999999999999,positive,0.022238756658018954,0.0012808984509355365,15,3,3,1,Desulfobacterota,Thermotogota,0
Methanobacterium.4,Comamonadaceae.3,-0.7495527728085868,0.7495527728085868,negative,0.022422877214099506,0.0012943355926289598,11,5,0,0,Euryarchaeota,Proteobacteria,0
Methanobacterium.2,Proteiniphilum.2,-0.7492147564769073,0.7492147564769073,negative,0.022508180040972728,0.0013045667542437272,10,2,5,0,Euryarchaeota,Bacteroidota,0
Christensenellaceae_R-7_group.4,Romboutsia.1,0.7491586361589375,0.7491586361589375,positive,0.022508180040972728,0.0013062717184909541,8,0,0,1,Firmicutes,Firmicutes,1
Comamonadaceae.2,Rhodococcus.1,0.7491087544556233,0.7491087544556233,positive,0.022508180040972728,0.0013077886597003228,12,6,6,1,Proteobacteria,Actinobacteriota,0
Geobacteraceae.1,Desulfosporosinus.1,-0.7487767802667671,0.7487767802667671,negative,0.022633355057830054,0.0013179205105039353,8,5,2,0,Desulfobacterota,Firmicutes,0
midas_g_97954.1,Syntrophomonas.1,0.7481093051603706,0.7481093051603706,positive,0.022936741642035848,0.0013384835971479805,9,0,0,1,Firmicutes,Firmicutes,1
Terrisporobacter.1,midas_g_97954.1,0.747778094037314,0.747778094037314,positive,0.02306331494139997,0.0013487829756054295,11,0,0,1,Firmicutes,Firmicutes,1
Thermovirga.1,Ercella.1,0.7472438352637885,0.7472438352637885,positive,0.023299373276525634,0.001365531034521649,6,5,5,1,Synergistota,Firmicutes,0
EBM-39.1,Methanothrix.1,-0.7471092750779922,0.7471092750779922,negative,0.02332153412847539,0.0013697755929949547,4,0,5,0,Synergistota,Halobacterota,0
Thiobacillus.1,LNR_A2-18.1,0.7464285714285712,0.7464285714285712,positive,0.023588440240068956,0.0013914110890630544,15,5,5,1,Proteobacteria,Cloacimonadota,0
Aminivibrio.1,Romboutsia.1,0.7464285714285712,0.7464285714285712,positive,0.023588440240068956,0.0013914110890630544,15,0,0,1,Synergistota,Firmicutes,0
Thermovirga.1,midas_g_84729.1,0.7460574316427891,0.7460574316427891,positive,0.02373311466930967,0.0014033229918460927,4,5,5,1,Synergistota,Chloroflexi,0
Petrimonas.2,Proteiniphilum.1,0.7459762191119229,0.7459762191119229,positive,0.02373311466930967,0.001405940479967947,11,5,5,1,Bacteroidota,Bacteroidota,1
Lachnoclostridium.1,Aminiphilus.1,-0.7457543743400109,0.7457543743400109,negative,0.02377730048248008,0.0014131106327647535,7,2,5,0,Firmicutes,Synergistota,0
Taibaiella.1,Thermovirga.1,-0.7456065613881271,0.7456065613881271,negative,0.02377730048248008,0.0014179043815138851,4,2,5,0,Bacteroidota,Synergistota,0
Stappia.1,Desulfovibrio.3,0.7455696202531645,0.7455696202531645,positive,0.02377730048248008,0.0014191044719667552,4,6,6,1,Proteobacteria,Desulfobacterota,0
Proteiniphilum.1,midas_g_36215.2,0.7455245020419601,0.7455245020419601,positive,0.02377730048248008,0.0014205713184556117,12,5,5,1,Bacteroidota,Bacteroidota,1
midas_g_3409.1,Methanobacterium.5,0.7453862417234767,0.7453862417234767,positive,0.023794455193971567,0.0014250739406719407,6,5,5,1,WS1,Euryarchaeota,0
Acetobacterium.1,Methanobacterium.4,-0.7453086086009535,0.7453086086009535,negative,0.023794455193971567,0.0014276072018613735,13,3,5,0,Firmicutes,Euryarchaeota,0
Methanobacterium.4,Petrimonas.2,0.7448396767684101,0.7448396767684101,positive,0.0240002578425861,0.001442986324753187,11,5,5,1,Euryarchaeota,Bacteroidota,0
Christensenellaceae_R-7_group.4,Hyphomonas.1,0.7445424328696347,0.7445424328696347,positive,0.024112887007626767,0.0014528037264921014,7,0,0,1,Firmicutes,Proteobacteria,0
Thauera.1,Syner-01.2,0.7444265332028338,0.7444265332028338,positive,0.02412608413879125,0.0014566462319492504,7,3,3,1,Proteobacteria,Synergistota,0
