,Reactor Volume (L),0.41,membrane surface area,0.1451,m2,Unnamed: 5,Reactor body (L),0.155,Correction,0.011,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,98.9546,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,0.3164351879237923,Unnamed: 22,0.4295808141706501,Unnamed: 24,0.4750679682390584,CH4 Prod Rate (m3CH4/m3rv.d),Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61
109,MBfR_107,,,2024-12-19 10:14:00,2024-12-26 09:35:00,,225.8701388888876,58265.8,61866.5,3561.092299999997,0.3546551439100182,4.2411,4.3296,4.2747,93.1348,94.8606,94.8341,2.6241,0.8098,0.8912,4.2818000000000005,0.044675160883873626,94.27650000000001,0.9888299803302933,1.4417,1.0247969603780058,1.1743251163843729,3.106279340113502,0.0033182170759310323,0.33435645674832837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,MBfR_108,,,2024-12-26 09:35:00,2025-01-02 10:25:00,,232.90486111111386,61866.5,65462.1,3556.0483999999983,0.3510413030600153,2.8275,2.8586,2.8439,94.5782,96.5433,96.3944,2.5943,0.5981,0.7617,2.8433333333333333,0.015557741909844497,95.83863333333333,1.094103259904358,1.3180333333333334,1.1083021669803468,1.1816189992562702,3.125572836742392,0.003338826944831638,0.33643318728824356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,MBfR_109,,,2025-01-02 10:25:00,2025-01-03 10:51:00,,233.9229166666628,65462.1,65964.5,496.87360000000143,0.338931514326901,3.4233,3.3935,3.3296,94.2436,96.5663,96.6704,2.3341,0.0401,0.0,3.3821333333333334,0.04787299168981732,95.82676666666667,1.3720501898011355,0.7913999999999999,1.336167830027351,1.1407157083100699,3.017377034884701,0.003223249072413016,0.3247871113938393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,MBfR_110,,,2025-01-03 10:51:00,2025-01-06 10:36:00,14,236.91249999999854,65964.5,67439.2,1458.478299999997,0.3398924027030552,3.3983,3.3326,3.3457,94.7128,96.3924,96.5462,1.8889,0.2749,0.1081,3.3588666666666662,0.03477273836403074,95.8838,1.0170272169416092,0.7573,0.983536720209266,1.1446305422856307,3.0277324021748937,0.003234310974066909,0.32590175162299206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,MBfR_111,,,2025-01-06 10:36:00,2025-01-07 11:09:00,,237.93541666666715,67439.2,67977.4,532.2797999999971,0.36135763747385435,3.7622,3.7866,3.7573,95.5281,95.8302,95.8138,0.7079,0.3832,0.4289,3.7687000000000004,0.015694266469000743,95.72403333333334,0.16988126245508922,0.5066666666666667,0.17576479548912338,1.2148897358564543,3.2135793012977176,0.003432837985535122,0.3459061053480182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,MBfR_112,,,2025-01-07 11:09:00,2025-01-08 10:03:00,15,238.88958333332994,67977.4,68504.6,521.4008000000115,0.38366504783087224,4.3991,4.2718,4.277,95.2041,95.1846,95.16,0.3968,0.5435,0.563,4.315966666666667,0.07204251059848844,95.1829,0.022099095004095,0.5011,0.09085114198511772,1.2825957733878253,3.3926726908968283,0.003624150703576901,0.3651835188118113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,MBfR_113,,,2025-01-08 10:03:00,2025-01-09 13:44:00,13,240.04305555555766,68504.6,69120,608.6305999999943,0.3693146844642419,4.8406,4.7809,4.7382,94.2975,94.3267,94.9005,0.8619,0.8925,0.3612,4.786566666666666,0.0514346510956704,94.50823333333334,0.3400264891641982,0.7052,0.29830536367956917,1.2258712404095866,3.242627152051165,0.003463867736512271,0.3490327837277295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,MBfR_114,,,2025-01-09 13:44:00,2025-01-10 10:39:00,39,240.9145833333314,69120,69657.9,531.9830999999942,0.43748610197577364,5.3243,5.2383,5.2563,93.8663,94.0414,93.9364,0.8094,0.7203,0.8073,5.272966666666666,0.045357836515130846,93.94803333333333,0.0881277670960365,0.779,0.05084653380516707,1.443545873255065,3.818411664739204,0.004078937340003973,0.41100958891290046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,MBfR_115,,,2025-01-10 10:39:00,2025-01-13 09:57:00,13,243.88541666666424,69657.9,71259.8,1584.2791000000086,0.3714605158265576,6.3673,6.2842,6.3085,92.7087,92.7543,92.6232,0.9239,0.9615,1.0683,6.32,0.04272692359625246,92.69539999999999,0.06655426357492177,0.9845666666666668,0.07491257126366263,1.2093429459072849,3.1989071472386246,0.0034171647678979105,0.34432681098749085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,MBfR_116,,,2025-01-13 09:57:00,2025-01-14 10:36:00,,244.91249999999854,71259.8,71873.4,606.8503999999914,0.4103112914127236,6.4862,6.3716,6.3643,92.4229,92.4524,92.3305,1.0909,1.176,1.3052,6.407366666666667,0.06836916946499605,92.40193333333332,0.06359719595495633,1.1906999999999999,0.10790361439729437,1.3315980852889422,3.522291709473976,0.0037626134732492507,0.3791355659503238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,MBfR_117,,,2025-01-14 10:36:00,2025-01-15 11:16:00,,245.94027777777956,71873.4,72409.1,529.8073000000115,0.35797790540428687,6.1432,6.6407,6.1926,92.0532,91.876,92.6296,1.8035,1.4833,1.1779,6.325499999999999,0.27408642797482685,92.18626666666667,0.3940282900165034,1.4882333333333335,0.3128291759624303,1.1590471017965631,3.0658665273328447,0.0032750469451177868,0.33000646648374365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,MBfR_118,,,2025-01-15 11:16:00,2025-01-16 11:48:00,15,246.96250000000146,72409.1,72937.1,522.192,0.3584021962938688,5.5914,5.5908,5.5957,93.5611,92.8727,93.2596,0.8476,1.5364,1.1447,5.592633333333333,0.0026727015047201316,93.23113333333333,0.3450817342794807,1.1762333333333332,0.3454810028544749,1.1735734109139464,3.104290957901406,0.0033160930287713156,0.33414242949633194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,MBfR_119,,,2025-01-16 11:48:00,2025-01-17 11:16:00,,247.94027777777956,72937.1,73461.9,519.0271999999885,0.36862727272714263,4.0683,4.0306,4.1198,94.7749,94.8123,94.1535,1.1568,1.1571,1.7266,4.0729,0.04477756134494148,94.58023333333334,0.3700347190917831,1.3468333333333333,0.32888761505008607,1.2245216827632044,3.2390573544058956,0.003460054375829868,0.34864853467563456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,MBfR_120,,,2025-01-17 11:16:00,2025-01-20 11:13:00,12,250.9381944444467,73461.9,74995.7,1516.9282000000028,0.35236427409982735,1.992,2.0074,2.0181,96.9968,96.6427,97.046,1.0113,1.3499,0.9359,2.0058333333333334,0.013120340442737513,96.89516666666667,0.22002209737508727,1.0990333333333335,0.22050363564651973,1.1991475340352626,3.171938638415857,0.0033883562298722106,0.34142395066281783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,MBfR_121,,,2025-01-20 11:13:00,2025-01-23 13:04:00,,254.01527777777665,74995.7,76701.8,1687.3329000000058,0.3808018280302116,0.2538,0.1889,0.2205,98.9145,98.6286,98.7872,0.8318,1.1824,0.9923,0.22106666666666666,0.03245371062503221,98.77676666666667,0.1432352726577256,1.0021666666666667,0.17550812896653287,1.3210901846720902,3.4944966175197223,0.0037329219553105236,0.37614373313580346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,MBfR_122,,,2025-01-23 13:04:00,2025-01-24 13:23:00,,255.02847222222044,76701.8,77255,547.1147999999971,0.37499300891044984,0.4741,0.3706,0.3634,98.7351,98.4345,98.9343,0.7908,1.1949,0.7024,0.4027,0.061938921527582555,98.7013,0.25160850542062074,0.8960333333333333,0.26257304380559215,1.2999441062765147,3.4385618295056193,0.0036731708034002135,0.37012297470372985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,MBfR_123,,,2025-01-24 13:23:00,2025-01-27 09:39:00,9,257.87291666666715,0,1550.9,1533.8401000000001,0.3752973085389716,0.4623,0.1359,0.448,98.8851,99.1545,97.7052,0.6527,0.7096,1.8469,0.34873333333333334,0.1844577006615157,98.5816,0.7708448676614467,1.0697333333333334,0.673647105934059,1.2994211994661047,3.437178656652277,0.003671693258312218,0.36997409151465477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,MBfR_124,,,2025-01-27 09:39:00,2025-01-28 09:20:00,,258.85972222222335,1550.9,2165.7,608.0371999999998,0.4278938775507398,0.815,0.663,0.6651,98.4104,98.2346,98.2952,0.7746,1.1024,1.0397,0.7143666666666667,0.08715734813160234,98.3134,0.08930195966494608,0.9722333333333334,0.17400294058817842,1.4774997754956967,3.9082252126015193,0.0041748787591539315,0.4206770194119691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,MBfR_125,,,2025-01-28 09:20:00,2025-01-29 10:36:00,,259.91249999999854,2165.7,2818.7,645.817,0.4260006596316537,1.83,1.6977,1.7368,97.3004,96.6591,97.383,0.8696,1.6432,0.8802,1.7548333333333332,0.06796854664720545,97.11416666666666,0.3962574205404028,1.131,0.4436098736502606,1.4530196742876298,3.843471396502763,0.004105706867387514,0.4137069905957835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,MBfR_126,,,2025-01-29 10:36:00,2025-01-30 11:42:00,15,260.95833333333576,2818.7,3482.6,656.5971000000001,0.44037364184945627,3.0533,3.0544,3.0748,96.3342,96.3592,96.1781,0.6152,0.5865,0.7471,3.060833333333333,0.012107986345108611,96.2905,0.09814056246017663,0.6496,0.08564817569569219,1.4893041305153,3.9394496355566,0.004208233587258946,0.4240379816050507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,MBfR_127,,,2025-01-30 11:42:00,2025-01-31 10:54:00,,261.9250000000029,3482.6,4118.7,629.1028999999999,0.4519417385055203,3.8391,3.8045,3.8185,94.834,95.3971,95.4522,1.327,0.7625,0.7293,3.8207,0.017404597093871602,95.22776666666668,0.34212299445277317,0.9396,0.3359086631809305,1.5115575484565165,3.998313515272076,0.004271113679305112,0.4303740242133137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,MBfR_128,,,2025-01-31 10:54:00,2025-02-03 08:30:00,21,264.8249999999971,4118.7,5949.7,1810.859,0.43582647412843634,4.8852,4.9005,4.913,94.0497,93.7173,94.0584,1.0651,1.3823,1.0286,4.899566666666667,0.01392348136542488,93.9418,0.19447136035931378,1.1586666666666667,0.19453010906626597,1.4379742876312533,3.80367392212138,0.004063194058778869,0.4094232346727874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,MBfR_129,,,2025-02-03 08:30:00,2025-02-04 10:23:00,,265.90347222222044,5949.7,6616.8,659.7619000000003,0.4248305859622073,7.4212,7.3403,7.1474,92.5788,92.6597,92.3029,0,0.0,0.5497,7.302966666666666,0.1406660702988936,92.51379999999999,0.18707033436651968,0.18323333333333333,0.31736944297353725,1.3803872264285426,3.651346857004532,0.003900473899625792,0.39302691863590444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,MBfR_130,,,2025-02-04 10:23:00,2025-02-05 09:32:00,,266.86805555555475,6616.8,7196.5,573.3232999999998,0.41275975521916713,5.1441,5.0307,5.0584,94.8559,94.9693,94.9416,0,0.0,0.0,5.077733333333334,0.05912041384609306,94.92226666666666,0.05912041384609082,0,0,1.3760812643419962,3.6399568927756025,0.0038883068117175628,0.39180091554181834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,MBfR_131,,,2025-02-05 09:32:00,2025-02-06 11:34:00,13,267.95277777777665,7196.5,7892.3,688.1462000000001,0.4442519044546204,3.3448,3.4292,3.3448,96.6552,96.2972,94.1251,0,0.2736,2.5301,3.3729333333333336,0.04872836271960418,95.6925,1.3691596218118582,0.9345666666666667,1.3885277106825535,1.493089476305225,3.9494624857105953,0.004218929602240815,0.4251157536702377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,MBfR_132,,,2025-02-06 11:34:00,2025-02-07 11:31:00,,268.9506944444438,7892.3,8491.6,592.7077000000002,0.41246186499632015,3.2911,3.1941,3.1767,96.1168,96.8059,96.8233,0.592,0.0,0.0,3.2206333333333337,0.06164295039445585,96.582,0.40296894421282703,0.19733333333333333,0.3417913593602584,1.3991318111440831,3.7009293068972524,0.00395343930095847,0.39836391845074587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,MBfR_133,,,2025-02-07 11:31:00,2025-02-10 10:35:00,,271.91180555555184,8491.6,10250.2,1739.2554000000002,0.4078929174488285,1.8565,1.7772,1.6901,97.4292,96.107,97.4702,0.7143,2.1158,0.8397,1.7746000000000002,0.08323046317304746,97.00213333333333,0.7754792152813215,1.2232666666666667,0.7754953922063836,1.3896520916169457,3.675853919760953,0.003926653050054774,0.3956648316409359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,MBfR_134,,,2025-02-10 10:35:00,2025-02-11 11:39:00,14,272.9562500000029,10250.2,10883.2,626.037,0.42015906039999273,0.7966,0.8334,0.7104,98.9546,99.1278,98.262,0.2488,0.0388,1.0276,0.7801333333333332,0.0631317141643828,98.78146666666667,0.4581307382541917,0.43839999999999996,0.5209534336195513,1.4576989423469222,3.8558488152402464,0.004118928782648092,0.4150392821959987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,MBfR_135,,,2025-02-11 11:39:00,2025-02-12 10:45:00,,273.9187499999971,10883.2,11580.5,689.6296999999993,0.49756832612133467,1.2009,1.1848,1.1655,97.8584,95.7881,95.9661,0.9407,3.0271,2.8684,1.1837333333333333,0.01772408906921129,96.53753333333333,1.1473611303043776,2.2787333333333333,1.1614845342635145,1.687048467578314,4.462515301336185,0.00476698739977332,0.4803401886854921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,MBfR_136,,,2025-02-12 10:45:00,2025-02-13 10:38:00,,274.91388888889196,11580.5,12322.5,733.838,0.5120990928092033,2.4965,2.3586,2.334,94.9518,94.7529,95.079,2.5517,2.8885,2.5871,2.3963666666666668,0.08758597680755376,94.92790000000001,0.16435848015846252,2.6757666666666666,0.18508077515866786,1.7073655541484682,4.516257272263689,0.004824396121301667,0.48612491472282776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,MBfR_137,,,2025-02-13 10:38:00,2025-02-14 11:18:00,,275.9416666666657,12322.5,13163.4,831.6500999999996,0.561925743245453,5.5532,5.4825,5.3571,94.1464,94.2882,93.4844,0.3004,0.2353,1.1585,5.464266666666667,0.09931335928933914,93.973,0.4290387861254552,0.5647333333333334,0.5152461968159817,1.854644412995296,4.905833608568202,0.0052405527865477,0.5280584787000495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,MBfR_138,,,2025-02-14 11:18:00,2025-02-17 10:40:00,10,278.9152777777781,13163.4,15639.4,2448.764,0.5732125468162295,8.4322,8.1544,8.2471,89.3533,89.7912,89.3601,2.2155,3.0544,2.3928,8.2779,0.14143793691934248,89.50153333333333,0.2508817317648563,2.554233333333333,0.44213554859718446,1.8018755777311959,4.766251528192195,0.005091447187248727,0.5130340186595765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,MBfR_139,,,2025-02-17 10:40:00,2025-02-18 10:37:00,,279.91319444444525,15639.4,16434,785.8594000000004,0.5468750173970901,8.1523,8.0912,8.0019,90.2657,90.4699,90.3122,1.5819,1.4389,1.6859,8.0818,0.07563934161532673,90.34926666666667,0.10702739524688538,1.5689000000000002,0.12401209618420288,1.7353670674003085,4.5903257911879125,0.004903518246961587,0.4940975678014767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,MBfR_140,,,2025-02-18 10:37:00,2025-02-19 10:54:00,,280.9250000000029,16434,17220.2,777.5518000000008,0.5336663006165995,5.2895,5.5341,5.4136,92.6092,93.7393,93.5553,2.1013,0.7266,1.0311,5.412399999999999,0.12230441529233485,93.30126666666666,0.6063672182212139,1.2863333333333333,0.7220166641659551,1.7487831275066756,4.625813434049916,0.004941427169384817,0.49791741824842844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,MBfR_141,,,2025-02-19 10:54:00,2025-02-20 11:18:00,11,281.9416666666657,17220.2,18020.8,791.7933999999985,0.5449369580199888,3.2987,3.3422,3.3155,95.5455,95.8231,95.5427,1.1557,0.8347,1.1418,3.3188,0.02193695512143828,95.63709999999999,0.16108680889507787,1.0440666666666667,0.18145000229631503,1.8304222951441218,4.8417622000586436,0.00517210986222667,0.5211619034785346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,MBfR_142,,,2025-02-20 11:18:00,2025-02-21 10:09:00,,282.8937500000029,18020.8,18915.4,884.7594000000022,0.645338730850763,3.2834,3.2696,3.3431,96.2082,95.3745,95.3082,0.5083,1.3559,1.3486,3.2987,0.0390657138677896,95.63029999999999,0.501572756437193,1.0709333333333333,0.48726843047065277,2.1675138649596075,5.733423771828639,0.006124608439927216,0.6171393643287771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,MBfR_143,,,2025-02-21 10:09:00,2025-02-24 10:57:00,,285.92708333333576,18915.4,22113.3,3162.723099999998,0.7240666437730091,10.9822,11.1045,10.9166,89.0178,88.5698,89.0115,0,0.3257,0.0719,11.001100000000001,0.09536514038158758,88.86636666666668,0.25685358345433285,0.13253333333333334,0.1711064678302177,2.2599279871598617,5.9778740305518925,0.006385737248349713,0.6434517185663495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,MBfR_144,,,2025-02-24 10:57:00,2025-02-25 10:57:00,10,286.92708333333576,22113.3,23125.7,1001.2636000000015,0.7001843356643367,14.0934,14.2894,14.173,85.4666,85.269,85.2353,0.44,0.4416,0.5917,14.185266666666669,0.09857410072292476,85.32363333333333,0.12495408490054823,0.49110000000000004,0.08712582854699293,2.0982651461373933,5.550249741395686,0.005928936663792773,0.5974227152196745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,MBfR_145,,,2025-02-25 10:57:00,2025-02-26 09:57:00,,287.88541666666424,23125.7,24048.9,913.0448000000007,0.661626666670016,9.6467,9.6751,9.5417,89.6345,89.0408,89.1563,0.7188,1.2841,1.302,9.621166666666667,0.07026986077496737,89.2772,0.3147737759089847,1.1016333333333332,0.3316641725199355,2.0745896047246486,5.487624115723264,0.005862038166348077,0.5906817624563235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,MBfR_146,,,2025-02-26 09:57:00,2025-02-27 10:30:00,9,288.90833333333285,24048.9,25017.3,957.7475999999979,0.654199180326619,7.1414,6.9143,6.831,90.9265,90.3903,90.2864,1.9321,2.6949,2.8826,6.962233333333334,0.16065566698169498,90.5344,0.343519446320004,2.5032,0.5034125842686099,2.080186429042967,5.502428618758816,0.005877852762974613,0.5922753027136225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,MBfR_147,,,2025-02-27 10:30:00,2025-02-28 11:15:00,,289.93958333333285,25017.3,26067.3,1038.45,0.6992929292929293,4.7006,4.7006,4.7006,91.8072,91.8072,91.8072,3.4922,3.4922,3.4922,4.7006,0,91.80720000000001,1.7404671430534633e-14,3.4922,0,2.2548336872727277,5.964398785689149,0.006371342603596265,0.6420012581818183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,MBfR_148,,,2025-02-28 11:15:00,2025-03-03 10:56:00,10,292.92638888888905,26067.3,28934.5,2835.6608000000006,0.6608391517127441,5.7256,5.5063,5.6275,93.2194,92.0261,93.4779,1.055,2.4676,0.8946,5.619800000000001,0.1098525830374505,92.9078,0.774436395064179,1.4723999999999997,0.8655918899804922,2.156386363533563,5.703989735798457,0.006093166154712342,0.6139711173949728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,MBfR_149,,,2025-03-03 10:56:00,2025-03-04 16:33:00,,294.1604166666657,28934.5,30194.1,1245.7443999999984,0.7010379290946207,5.6367,5.434,5.4184,93.0818,92.3663,92.3734,1.2815,2.1997,2.2028,5.496366666666667,0.12178227840426271,92.60716666666667,0.41105985371151743,1.8946666666666667,0.5310201722470929,2.2801569836249116,6.031382988943315,0.0064428970591744565,0.649211363393204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,MBfR_150,,,2025-03-04 16:33:00,2025-03-05 11:00:00,,294.9291666666686,30194.1,30984.4,781.6067000000029,0.7060584462484587,6.4369,6.5021,6.5242,92.101,92.9517,93.3173,1.462,0.5462,0.1585,6.487733333333334,0.045388581530307545,92.79,0.6240645719795369,0.7222333333333334,0.6693421123262253,2.301020367010928,6.086570003061166,0.006501849417467131,0.6551516322739448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,MBfR_151,,,2025-03-05 11:00:00,2025-03-06 10:02:00,10,295.8888888888905,30984.4,32056.6,1060.405799999997,0.7728905247816013,7.0315,7.101,6.9012,92.1189,92.1966,92.7797,0.8496,0.7024,0.3191,7.011233333333333,0.10143009086722397,92.36506666666666,0.36117852003314904,0.6237,0.27386644555330286,2.5072888336678565,6.632183366476267,0.007084689330143496,0.7138808484748758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,MBfR_152,,,2025-03-06 10:02:00,2025-03-06 14:46:00,,296.08611111110804,32056.6,32375.8,315.6888000000007,1.111580281716571,10.7243,10.5398,10.5774,87.3171,87.1098,87.5667,1.9586,2.3504,1.8559,10.613833333333334,0.09749668370428441,87.33120000000001,0.22877611326359634,2.0549666666666666,0.2609549067048447,3.4094858891231845,9.018640093809713,0.009633971154655448,0.9707563989864622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,MBfR_153,,,2025-03-06 14:46:00,2025-03-07 10:09:00,,296.8937500000029,32375.8,33240.2,854.8915999999979,0.7350744625912858,12.2975,12.204,12.3828,74.5257,74.0035,74.5398,13.1768,13.7925,13.0774,12.294766666666666,0.08943133306248564,74.35633333333334,0.3056439486286821,13.3489,0.387370378320284,1.9196760034627385,5.077852654320792,0.005424308486696917,0.5465744176525852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,MBfR_154,,,2025-03-07 10:09:00,2025-03-10 10:17:00,9,299.89930555555475,33240.2,36130.2,2858.21,0.6617758740457383,5.4898,5.4131,5.4148,87.4335,87.3195,87.3526,7.0767,7.2674,7.2326,5.439233333333333,0.043800266361442734,87.36853333333333,0.058646426432757554,7.192233333333334,0.10155650315628915,2.0306945857437975,5.3715147106771415,0.005738006755030716,0.5781838751076089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,MBfR_155,,,2025-03-10 10:17:00,2025-03-11 12:55:00,,301.0090277777781,36130.2,37243.7,1101.2515,0.6891436170205738,3.8788,3.7479,3.8167,93.9152,91.7975,93.1783,2.2061,4.4547,3.005,3.8144666666666667,0.06547857155843684,92.96366666666665,1.075041358894313,3.2219333333333338,1.139888390735397,2.250098956032993,5.9518746578937245,0.00635796396949364,0.640653174981616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,MBfR_156,,,2025-03-11 12:55:00,2025-03-12 11:05:00,14,301.9326388888876,37243.7,38125.7,872.298,0.6628404255330876,3.7284,3.6955,3.6938,94.5836,94.3738,94.16,1.6881,1.9308,2.1462,3.7058999999999997,0.019504102132628504,94.37246666666665,0.21180314760015945,1.9217000000000002,0.2291855361928409,2.1970145314164453,5.811457792778984,0.0062079666290885075,0.6255388596394045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,MBfR_157,,,2025-03-12 11:05:00,2025-03-13 10:01:00,9,302.8881944444438,38125.7,39031.7,896.034,0.6554747622526624,3.9295,3.816,3.768,94.6974,94.5759,94.9659,1.3731,1.6081,1.2661,3.8378333333333337,0.08293421087424267,94.7464,0.1995638995409747,1.4157666666666666,0.1749466585372053,2.1812092336728233,5.769650231005532,0.006163306587221622,0.6210387401429566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,MBfR_158,,,2025-03-13 10:01:00,2025-03-14 12:54:00,,304.0083333333314,39031.7,40314.8,1268.9859000000058,0.7867240545576387,4.7537,4.7003,4.7018,94.6781,95.1187,95.188,0.5682,0.181,0.1102,4.7186,0.030406742673295264,94.99493333333334,0.27656489895381536,0.2864666666666667,0.24654292391657345,2.6248319688971447,6.943103917727932,0.007416823619902339,0.7473479911443259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,MBfR_159,,,2025-03-14 12:54:00,2025-03-17 09:37:00,,306.87152777777374,40314.8,43651.9,3300.3918999999987,0.80048311908863,5.8326,5.9738,5.9423,91.7694,92.8558,92.8224,2.398,1.1703,1.2353,5.9162333333333335,0.07412127449884622,92.48253333333334,0.6178173300687927,1.6011999999999997,0.6908139619318658,2.600102871004737,6.877691465238337,0.0073469481537694155,0.7403070674388487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,MBfR_160,,,2025-03-17 09:37:00,2025-03-18 09:49:00,9,307.8798611111124,43651.9,44881.6,1216.1732999999972,0.8428089397044501,6.1936,5.8702,6.0533,93.6332,91.4511,92.9151,0.1732,2.6787,1.0316,6.039033333333333,0.16217133943250697,92.66646666666666,1.1120944219504647,1.2945,1.2732713261516575,2.7430288337850537,7.255753689366916,0.00775080511269381,0.7810012651749111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,MBfR_161,,,2025-03-18 09:49:00,2025-03-19 10:52:00,,308.9236111111095,0,1234.7,1221.1183,0.8124539587514338,6.1562,6.3364,6.2839,93.8438,93.5443,93.4101,0,0.1193,0.306,6.258833333333333,0.09267827864895496,93.5994,0.2220381273565422,0.14176666666666668,0.15423217347017232,2.6708559125886073,7.064844672008574,0.007546870600698339,0.7604520306675896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,MBfR_162,,,2025-03-19 10:52:00,2025-03-20 10:22:00,,309.90277777777374,1234.7,2367.8,1120.6359000000002,0.7947772340445219,5.775,5.6108,5.7744,94.0569,94.3892,94.0948,0.1682,0.0,0.1309,5.720066666666667,0.09462818466679643,94.1803,0.18190247386992872,0.0997,0.08833396855117515,2.6289608781242912,6.954025548586835,0.007428490420613091,0.7485235833548329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,MBfR_163,,,2025-03-20 10:22:00,2025-03-21 12:05:00,21,310.97430555555184,2367.8,4253.7,1865.1550999999997,1.2254632720101373,13.4799,13.2143,13.448,83.1668,83.3273,83.0633,3.3533,3.4584,3.4887,13.380733333333334,0.14501532102965353,83.1858,0.13302161478496444,3.4334666666666664,0.07106013884966274,3.580371839512305,9.470660994838997,0.010116832902825943,1.019411426527809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
