"seq","sample","rel_ab","Kingdom","Phylum","Class","Order","Family","Genus","Species","Day","Description","Media"
"47f95903f37498d9dd0eda1e5bcb3e28","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Pelolinea",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"86ce8e836244a989d26315bf84d75d99","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Bellilinea","midas_s_6727",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"b1a12be5e88edf77bfaef78dd01159eb","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Leptolinea","midas_s_3887",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"1d4b9f3ddf33afdf5308213897846090","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Leptolinea","midas_s_825",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ade13a0239469e844de6acb3f220d4b2","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Leptolinea","midas_s_11889",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"56db17221a9724cad62ae9a36c453a81","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Longilinea","midas_s_8542",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"3b54387c342aed1bbfc6586fdf74ffc6","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Longilinea",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"8dd05d46c0b97113078aba2427454051","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Leptolinea","midas_s_60908",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"78d38ebcda61982cfb9d7fccb6a94cf2","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_110354","midas_s_110354",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ad552f09200febf499158c052101079b","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_789","midas_s_3468",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"6ed1f425cd7d234afdf0906b91293ae2","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_789","midas_s_42369",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"d5ed9ff1b4b6861428e0eb93d8b2c3a1","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Leptolinea","midas_s_7416",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"a41371aa833164c1e707004fdfb16b36","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_26047","midas_s_26047",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"e8c47e7d73b07d777c7a56fc1318b432","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea","midas_s_8221",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"9d4a17911618ba9db170b62ca50ac4a3","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_93238","midas_s_93238",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"a8a559b16166ead544ccc5288860baca","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea","midas_s_3963",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"da42156b748b0af3ebc3c6268720755e","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_6489","midas_s_18280",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"9cc5b63b74154fc7bcdf7e8796e5d2de","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_7694","midas_s_55421",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"685a06c480c8512cad2bba3e5b066bdb","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Flexilinea","Flexilinea_flocculi",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"6504a13e2edb3328fffb344daf7b2ee3","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Flexilinea","midas_s_7001",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"fdb931f5c3f0b1f62bb2d613cb86001e","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Flexilinea","midas_s_7001",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"5b3ae10206715c2976a983cb2eef902e","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Levilinea","midas_s_7089",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"77da7e24d4e417e8a4fd692db80d26e1","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Levilinea","midas_s_107200",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"edb1b7dc98830cdfb83ef9466ad4aaaa","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Ca_Brevefilum","Ca_Brevefilum_fermentans",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"597e0e7e460f5d0be7030d9da9e27e58","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Ca_Brevefilum","midas_s_6385",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"c010039c9d795c2923840493ddf8c086","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Ca_Brevefilum","midas_s_40470",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"43c944338e9f3b7dbdf05108887a754a","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_156",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"bfbc3acfb5c0b219aa6480a3323adf77","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_467","midas_s_24907",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ab4d207ba005958298be140605c5a8fb","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_467","midas_s_1625",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"8a652928ef13cc45fe6fad624a6fa1d2","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_467","midas_s_467",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"5bd95b851799d453c141b62c55e27ef4","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_467","midas_s_467",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"04bc2a095282907ef4df7a2a9447166f","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_467","midas_s_1462",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"7f95be53d89bc3a48bae7b78b974d701","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_467","midas_s_1462",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"c9209e2a22c08ecdf2762a15fb6e44e1","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_467",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"43b083f9636dbce1742a5107ad053584","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_467","midas_s_4730",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"c668608bc7be0382064b57d5505c7e23","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_156","midas_s_156",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ae53fe95ad7f469e3187a126d6098100","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_156","midas_s_156",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"2df9e7b11fe11f679f52c25fe8d3c27f","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_156","midas_s_156",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"e587cd60e62e6c08ac653bef4e935304","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_2702","midas_s_4236",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"758b8307071957eb86c89a180b187482","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_156","midas_s_876",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"16d5a0178f3d79e81808ab413ec47dc9","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_156","midas_s_876",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"0b359e0da05bbff15ce4ea980bfaa286","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_156","midas_s_2841",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"1c4637de71fcd2eaffb3ce3dfac5900b","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_51462",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"58cd0f7f937effa7c5ed5dbe7e5cc864","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_9913","midas_s_120176",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"8967a8d6fe2dd175ae34bdac837af10a","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_9913","midas_s_100240",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"1fe612d44adcd7a6a0efbc7ad770fb38","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_9913","midas_s_9913",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"e3ef2cba7805de59638a581426ab70a9","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_9913","midas_s_50426",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"7095c313e9e1c5136c8dfaf1ccf4e5d5","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_108212",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ad871c6d75b2fb982388dfc27e0032c7","Q",0,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_52005","midas_s_80455",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"5bbe2a5a01c16cb8363953430baaea87","Q",0,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","Flexifilaceae","midas_g_25102","midas_s_40968",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"4d8b87bb1c80a21e5d80851c8f8c1a91","Q",0,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","Flexifilaceae","Ca_Flexifilum","Ca_Flexifilum_breve",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"79f4b4c69c43f9fc726deee40b36d3f3","Q",0,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","Flexifilaceae","midas_g_2842","midas_s_28091",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"4c9b3fff08afb1135eafe0f7c7438032","Q",0,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","midas_f_1469","midas_g_1469",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"2efff3ec5ec80431bec254de17da2fcd","Q",0,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","midas_f_1469","midas_g_4419","midas_s_4419",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"2dbf2a077fcce4d00fd8aa9472955ceb","Q",0,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","midas_f_1469","midas_g_2178","midas_s_52041",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"1c9743174dcdb5dacbd049ba550f23f8","Q",0,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","midas_f_1469","midas_g_2178","midas_s_32403",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"391d30262cc3dea9747cbbc8eddf9f07","Q",0,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","midas_f_1469","midas_g_2178","midas_s_32403",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"b8787a09e2e26dcf154557d3ad66ea8d","Q",0,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","midas_f_1469","midas_g_2178","midas_s_32403",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"6485c37d83d17b68e3abb2d6c2749df5","Q",0,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","midas_f_1469","midas_g_2178",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"9413dd54243692b250670640c660758d","Q",0,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","midas_f_1469","midas_g_2178","midas_s_5149",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"da040f4409259c781d2e44bd12938078","Q",0,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","midas_f_18027","midas_g_18027","midas_s_120025",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"25077ffdd305e287a33697d70d484327","Q",0,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","midas_f_184","midas_g_1862","midas_s_1862",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"cb0675920de285932e554b08f1db3466","Q",0,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","midas_f_944","midas_g_7542","midas_s_7542",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"70deeba9f4974d134dbc64d97bd2fff7","Q",0,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","midas_f_944","midas_g_6234","midas_s_6234",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"fa1752718a40da1c6c32371773653272","Q",0,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","midas_f_944","midas_g_6234","midas_s_6234",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"76861e4fd720b21d96693697fa6b48fc","Q",0,"Bacteria","Chloroflexi","KD4-96","midas_o_3277","midas_f_3277","midas_g_3277","midas_s_3277",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"55d6f196845f6c46a8c04acebb14b7b9","Q",0,"Bacteria","Chloroflexi","KD4-96","midas_o_3277","midas_f_3277","midas_g_3277","midas_s_36597",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"351fdba7f02fbaff27a231855c689a8a","Q",0,"Bacteria","Actinobacteriota","WCHB1-81","midas_o_765","midas_f_765","midas_g_1737","midas_s_1737",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"592ba0f920b7fbd354e218aaf08930ab","Q",0,"Bacteria","Actinobacteriota","WCHB1-81","midas_o_765","midas_f_765","midas_g_8523","midas_s_8523",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"a216822e223bbb6baf68503a21bc5d0a","Q",0,"Bacteria","Actinobacteriota","WCHB1-81","midas_o_765","midas_f_765","midas_g_116083","midas_s_116083",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"3e198207b81e382d6209c129373e9d60","Q",0,"Bacteria","Actinobacteriota","WCHB1-81","midas_o_765","midas_f_765","midas_g_765","midas_s_765",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"62464229dcef00e0856587086e1e2f9d","Q",0,"Bacteria","Actinobacteriota","WCHB1-81","midas_o_765","midas_f_765","midas_g_27766","midas_s_27766",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"1dd54482446cd8882dfd4fc7d128da40","Q",0,"Bacteria","Actinobacteriota","WCHB1-81","midas_o_765","midas_f_765","midas_g_765","midas_s_4550",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"15baec8488957bacb3136134000dc93a","Q",0,"Bacteria","Actinobacteriota","WCHB1-81","midas_o_765","midas_f_765","midas_g_765","midas_s_4411",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"626ceecfac444a7e053d5ae2c76833df","Q",0,"Bacteria","Actinobacteriota","WCHB1-81","midas_o_765","midas_f_765","midas_g_765","midas_s_4411",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"4d472a0025391001536abf639f86372b","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","midas_f_269","midas_g_473","midas_s_579",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"5286cf541576f555afe0b5b79d1163d9","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","midas_f_269",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"40e233849dcafd1ca1e5dd020826ec04","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","midas_f_269","midas_g_269","midas_s_9149",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"4a1539d5c420d910c842f2dfd2531a6d","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","midas_f_269","midas_g_269","midas_s_9149",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"7377692c0967c99c56f749e092acb30a","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","midas_f_269","midas_g_269",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"acb819d2b09f090ba6c3112028bbc54b","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","midas_f_269","midas_g_269","midas_s_269",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"856f4e976cd8cb16d80b01f36ee9721a","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","midas_f_269","midas_g_269","midas_s_28831",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"f07216e3758674127b729897fc2945ba","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","midas_f_269","midas_g_54538","midas_s_114437",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"e98a78fb93f10ea212298a128d9cadc1","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","midas_f_269","midas_g_54538","midas_s_110280",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"b4437357383387ed0937aeb891b767d2","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","midas_f_3270","midas_g_5098","midas_s_5098",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"80017052479e0a7748dc385488c63536","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","midas_f_269","midas_g_50482","midas_s_55111",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"65c689dc4b8772012494d43535fd1102","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","midas_g_21833","midas_s_21833",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"4a70dcab1da10b99743b8b5298cd2f6f","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","midas_g_52",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"1a33b954694a3eddcd95ead6c562cfb2","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","midas_g_52","midas_s_53589",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"1f1ff56fd37c5c9b1a9ac7b1d99e10b0","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","midas_g_52","midas_s_52",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"644c14744299b1aa46a195610c9f1a6f","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","midas_g_52",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"a42258463565d8531ac1fbcbcb5558fd","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","midas_s_18538",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"e8bb8d9f0ab19588ba970ec5b20a7319","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","midas_s_1608",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"a9aac800e685600e21278a2012556aa7","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","midas_s_2583",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"44ed1a1eb3ed2fe963e32f2d9591f332","Q",0,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","midas_s_1828",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"9293b23be2addc4c8910fbe977237c46","Q",0,"Bacteria",NA,NA,NA,NA,NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"e3b6d7ad6ee740d0b7d343c2c2ce53a0","Q",0,"Bacteria","Actinobacteriota",NA,NA,NA,NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"1e12ac0d70169a9c084a739e040907b9","Q",0,"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","midas_s_116544",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"be2708e1bdcddac994cdfd7ddf921d52","Q",0,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans","midas_s_3483",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"b369899a050f5bdde428c77540050c80","Q",0,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"9bc997e8ebea77d717faea18a7bf4708","Q",0,"Bacteria","Actinobacteriota","Actinobacteria","midas_o_5","midas_f_5","midas_g_100","midas_s_151",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"bcfc5d3c9a3586094059acfae2f253f4","Q",0,"Bacteria","Actinobacteriota","Actinobacteria","midas_o_5","midas_f_5","midas_g_957",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"954d0e6f5e93a9f23198c807840314bd","Q",0,"Bacteria","Actinobacteriota","Actinobacteria","midas_o_5","midas_f_5","midas_g_957",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"9b0365b5a27348e323235f03eb91b153","Q",0,"Bacteria","Actinobacteriota","Actinobacteria","midas_o_5","midas_f_5","midas_g_399",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"df94cb7c1f51d6e7df4a969d561b0a4d","Q",0,"Bacteria","Actinobacteriota","Actinobacteria","midas_o_5","midas_f_5","midas_g_399",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"9762cb79dea0ad8ac9b2c00da97ee1de","Q",0,"Bacteria","Actinobacteriota","Actinobacteria","midas_o_5","midas_f_5","midas_g_399","midas_s_5208",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"0138936a169c4a0914606cedbcd38fa6","Q",0,"Bacteria","Actinobacteriota","Actinobacteria","midas_o_5","midas_f_5","midas_g_399","midas_s_18349",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"22958f01426d8f1fe3f4922e13710669","Q",0,"Bacteria","Actinobacteriota","Actinobacteria","midas_o_5","midas_f_5","midas_g_399","midas_s_399",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"9a6c73fde0a30dc54868fac28b4fc86f","Q",0,"Bacteria","Actinobacteriota","Actinobacteria","midas_o_5","midas_f_5","midas_g_399","midas_s_578",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"4708a77110c6f82083fb0f0e64026556","Q",0,"Bacteria","Actinobacteriota","Actinobacteria",NA,NA,NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
